Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score,Age_Group,Income_Group
719713683,43,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,85592,4,40-49,High
719714658,63,M,0,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,97193,5,60-69,High
719716983,35,F,2,Doctorate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,48562,4,30-39,Mid
719719158,56,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,219280,3,50-59,High
719720058,64,F,0,Graduate,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,13498,4,60-69,Low
719722308,33,M,2,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,124512,5,30-39,High
719723658,49,M,3,High School,Married,TX,91750,no,yes,no,cellular,Retirees,71721,4,40-49,High
719724933,55,M,2,Uneducated,Married,NJ,91750,no,yes,no,cellular,Blue-collar,60136,4,50-59,Mid
719728383,42,F,3,Post-Graduate,Married,MI,91750,yes,yes,no,cellular,Govt,23840,5,40-49,Low
719729433,31,F,0,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,29359,4,30-39,Low
719730258,54,M,1,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,42757,4,50-59,Mid
719731458,46,F,3,Graduate,Unknown,CA,91750,no,yes,no,unknown,Selfemployeed,8250,5,40-49,Low
719732433,28,M,0,Post-Graduate,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,41836,5,20-29,Mid
719734533,50,M,2,Doctorate,Married,NY,91750,no,yes,no,cellular,Businessman,85545,4,50-59,High
719737833,52,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,15684,3,50-59,Low
719739108,52,F,3,Unknown,Single,IL,91750,no,no,no,unknown,Selfemployeed,47796,4,50-59,Mid
719740008,50,F,3,High School,Married,NY,91750,yes,yes,no,cellular,Businessman,30255,5,50-59,Low
719740983,53,M,1,High School,Unknown,CA,91750,no,no,no,cellular,Govt,117654,3,50-59,High
719742108,42,F,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,26308,4,40-49,Low
719745558,40,M,3,High School,Married,TX,91750,no,no,no,cellular,Govt,71648,4,40-49,High
719749083,40,F,3,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,37695,3,40-49,Mid
719751483,39,F,2,Unknown,Single,NY,91750,yes,no,no,cellular,Businessman,29860,5,30-39,Low
719756133,39,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,35759,5,30-39,Mid
719758758,57,M,2,Graduate,Married,NJ,91750,no,no,no,cellular,Retirees,85289,4,50-59,High
719759733,42,F,3,High School,Single,NY,91750,no,yes,no,cellular,Selfemployeed,33007,4,40-49,Low
719761458,27,M,0,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,57973,5,20-29,Mid
719767683,49,M,1,Unknown,Single,FL,91750,no,no,no,telephone,Businessman,114913,4,40-49,High
719768658,51,F,1,Post-Graduate,Married,TX,91750,yes,no,no,unknown,Businessman,172959,5,50-59,High
719770158,54,F,3,Unknown,Single,CA,91750,no,yes,no,unknown,Govt,23242,5,50-59,Low
719772258,30,M,1,High School,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,66445,3,30-39,Mid
719773158,44,M,2,Graduate,Single,NY,91750,yes,no,yes,cellular,White-collar,158764,5,40-49,High
719775408,47,M,2,Unknown,Married,CA,91750,no,yes,no,cellular,Retirees,90113,4,40-49,High
719776608,38,F,2,Doctorate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,13066,4,30-39,Low
719781183,54,F,3,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Retirees,18435,5,50-59,Low
719782458,41,F,2,High School,Single,NY,91750,yes,no,no,cellular,Blue-collar,46695,4,40-49,Mid
719784708,41,M,4,Graduate,Married,NJ,91750,yes,no,no,cellular,Retirees,103521,4,40-49,High
719785683,33,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,113456,5,30-39,High
719787633,61,M,0,Uneducated,Married,TX,91750,no,no,no,cellular,White-collar,104587,5,60-69,High
719788833,58,F,2,Uneducated,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,14975,5,50-59,Low
719794383,57,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,91065,3,50-59,High
719797758,49,M,2,Uneducated,Married,TX,91750,no,yes,yes,unknown,Businessman,85797,5,40-49,High
719799033,46,F,5,High School,Unknown,FL,91750,no,no,no,cellular,Businessman,163690,4,40-49,High
719801508,50,M,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,57514,4,50-59,Mid
719804208,38,M,2,Uneducated,Married,FL,91750,yes,yes,no,cellular,Businessman,18725,3,30-39,Low
719805183,50,F,1,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,211141,5,50-59,High
719806233,52,F,3,High School,Married,NY,91750,no,no,no,telephone,White-collar,31485,3,50-59,Low
719808558,35,F,2,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565,4,30-39,Low
719809533,48,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,91981,5,40-49,High
719810583,27,F,0,Graduate,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,11174,4,20-29,Low
719813058,43,M,4,Post-Graduate,Unknown,NY,91750,yes,no,no,cellular,Businessman,110702,4,40-49,High
719815383,46,M,4,Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,94374,5,40-49,High
719816583,49,F,3,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,25321,5,40-49,Low
719818983,44,F,1,High School,Single,CA,91750,no,yes,no,unknown,Selfemployeed,9535,3,40-49,Low
719819958,46,F,3,Unknown,Single,CA,91750,yes,no,yes,unknown,Blue-collar,24093,5,40-49,Low
719821908,54,F,0,Doctorate,Single,TX,91750,yes,yes,no,cellular,Retirees,32143,5,50-59,Low
719826333,60,M,0,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,29663,4,60-69,Low
719829633,45,M,3,Unknown,Single,FL,91750,no,yes,no,cellular,Businessman,90615,4,40-49,High
719831958,38,F,3,Uneducated,Single,CA,91750,yes,no,no,unknown,Businessman,15899,4,30-39,Low
719834208,46,F,2,Uneducated,Unknown,CA,91750,no,no,no,cellular,Govt,55744,4,40-49,Mid
719835033,42,M,3,Uneducated,Married,FL,91750,yes,yes,yes,cellular,Retirees,56370,3,40-49,Mid
719836083,34,F,3,High School,Unknown,TX,91750,no,no,no,cellular,Selfemployeed,14975,4,30-39,Low
719838558,48,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,103634,5,40-49,High
719841708,49,F,3,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,204997,3,40-49,High
719843958,51,M,1,High School,Married,TX,91750,no,yes,no,cellular,White-collar,82609,3,50-59,High
719845908,40,M,3,Graduate,Married,CA,91750,yes,no,no,cellular,Retirees,79037,4,40-49,High
719847108,54,M,1,Unknown,Single,TX,91750,yes,yes,yes,cellular,Businessman,111305,5,50-59,High
719848008,53,M,3,High School,Married,NJ,91750,no,no,no,cellular,Businessman,228768,3,50-59,High
719848908,55,F,1,High School,Single,CA,91750,no,no,no,cellular,Govt,49951,5,50-59,Mid
719849958,34,M,2,High School,Single,NY,91750,yes,yes,no,cellular,Govt,78008,5,30-39,High
719850933,44,F,3,Doctorate,Single,CA,91307,no,no,no,cellular,Businessman,129286,4,40-49,High
719854008,36,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,5,30-39,Low
719855958,51,F,2,High School,Married,CA,91750,yes,no,no,cellular,Blue-collar,36733,5,50-59,Mid
719857008,57,M,2,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,67185,5,50-59,Mid
719859033,44,M,3,High School,Single,TX,91750,yes,yes,no,cellular,Blue-collar,101028,4,40-49,High
719860308,52,F,0,Graduate,Married,TX,91750,no,no,no,cellular,Retirees,27120,5,50-59,Low
719862258,45,M,4,Graduate,Married,FL,91750,no,no,yes,telephone,Govt,89986,4,40-49,High
719863758,51,F,2,High School,Single,CA,91750,no,yes,no,telephone,Selfemployeed,14975,4,50-59,Low
719868183,43,F,3,Graduate,Single,CA,91750,no,yes,yes,unknown,Businessman,32917,5,40-49,Low
719872833,31,F,2,Uneducated,Married,CA,91750,no,yes,yes,cellular,Businessman,36572,4,30-39,Mid
719873808,37,F,3,Graduate,Married,NY,91750,no,yes,no,unknown,Retirees,19856,3,30-39,Low
719874633,51,F,2,Unknown,Married,NY,91750,yes,no,no,unknown,Blue-collar,17881,4,50-59,Low
719876808,39,F,3,High School,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,44794,5,30-39,Mid
719880408,59,M,1,Unknown,Single,NY,91750,no,no,yes,cellular,Govt,46985,4,50-59,Mid
719881533,46,F,3,Graduate,Married,CA,91750,yes,yes,no,telephone,Selfemployeed,14975,5,40-49,Low
719882583,53,F,3,Unknown,Married,NY,91750,no,no,no,cellular,Govt,43996,4,50-59,Mid
719883858,41,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,10776,4,40-49,Low
719884983,42,M,4,Graduate,Married,NY,91750,no,yes,no,cellular,Retirees,79191,4,40-49,High
719885883,53,F,2,Doctorate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,5,50-59,Low
719887008,53,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,50822,3,50-59,Mid
719888358,44,F,1,Unknown,Married,NY,91750,no,yes,no,cellular,Blue-collar,32089,3,40-49,Low
719889408,43,F,3,Unknown,Single,CA,91750,yes,yes,no,telephone,Selfemployeed,14975,3,40-49,Low
719894433,28,F,0,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,28470,4,20-29,Low
719898108,59,M,1,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,98001,4,50-59,High
719900733,43,F,2,High School,Married,MI,91750,yes,yes,no,cellular,White-collar,178027,4,40-49,High
719902908,28,F,1,Graduate,Single,NV,91750,yes,no,no,cellular,Blue-collar,13999,3,20-29,Low
719904333,59,F,0,Graduate,Married,CA,91750,yes,no,no,unknown,White-collar,23881,4,50-59,Low
719905908,42,F,2,Uneducated,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,4,40-49,Low
719910333,38,F,5,Graduate,Married,CA,91750,no,no,no,cellular,Govt,39211,3,30-39,Mid
719911458,53,M,3,High School,Single,TX,91750,no,yes,no,cellular,White-collar,60151,5,50-59,Mid
719912808,60,F,0,Unknown,Single,CA,91750,no,no,no,cellular,Blue-collar,56530,3,60-69,Mid
719913783,52,F,0,High School,Single,TX,91750,yes,no,no,cellular,White-collar,134967,5,50-59,High
719914908,44,F,5,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,14975,4,40-49,Low
719916408,48,F,2,Graduate,Married,NJ,91750,no,yes,no,unknown,White-collar,17086,4,40-49,Low
719917233,35,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,16536,3,30-39,Low
719918358,48,M,3,Graduate,Single,NY,91750,yes,yes,no,unknown,Govt,107920,4,40-49,High
719922558,51,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,98186,3,50-59,High
719924433,42,M,2,Graduate,Married,PA,91750,no,yes,no,cellular,White-collar,131612,4,40-49,High
719925483,37,M,3,Unknown,Married,NY,91750,yes,yes,yes,cellular,Businessman,67224,5,30-39,Mid
719926683,46,M,2,High School,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,76723,4,40-49,High
719929758,34,F,2,High School,Single,CA,91750,no,yes,no,cellular,Govt,34446,5,30-39,Low
719930658,52,F,2,Uneducated,Married,NY,91750,yes,yes,yes,unknown,Retirees,37585,4,50-59,Mid
719934783,43,M,3,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,179419,4,40-49,High
719940483,52,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,80811,5,50-59,High
719941533,53,F,1,High School,Married,NY,91750,no,yes,no,cellular,Businessman,232729,5,50-59,High
719942883,54,F,3,High School,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,6550,3,50-59,Low
719944458,41,M,5,Uneducated,Single,NY,91750,no,yes,yes,telephone,Businessman,119754,4,40-49,High
719945433,61,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,15909,4,60-69,Low
719947533,50,M,2,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,69653,4,50-59,Mid
719951208,35,F,5,High School,Married,FL,91750,no,no,no,cellular,Businessman,59272,4,30-39,Mid
719952408,50,F,3,Uneducated,Unknown,FL,91750,no,yes,no,unknown,Blue-collar,17425,3,50-59,Low
719953383,44,M,4,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,68867,5,40-49,Mid
719954733,42,M,5,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,62422,5,40-49,Mid
719955558,56,F,3,Graduate,Married,FL,91750,no,yes,no,unknown,Businessman,168550,4,50-59,High
719960133,59,M,0,Uneducated,Single,FL,91750,yes,no,no,cellular,Govt,45040,5,50-59,Mid
719961183,40,F,3,Graduate,Married,CA,91750,yes,yes,no,unknown,Selfemployeed,14975,5,40-49,Low
719962458,54,M,2,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,82309,3,50-59,High
719963433,40,F,3,Graduate,Unknown,CA,91750,no,no,no,cellular,Businessman,40244,4,40-49,Mid
719964933,55,M,2,Uneducated,Single,TX,91750,yes,no,yes,cellular,Blue-collar,68262,3,50-59,Mid
719967708,40,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,39161,4,40-49,Mid
719971458,37,M,0,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,53833,5,30-39,Mid
719973033,42,M,1,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,67186,5,40-49,Mid
719976558,47,F,5,Graduate,Single,FL,91750,yes,yes,no,cellular,Businessman,17684,5,40-49,Low
719978583,54,F,3,Uneducated,Single,NY,91750,no,yes,no,cellular,Businessman,35971,4,50-59,Mid
719981508,52,F,3,High School,Married,FL,91750,no,no,no,cellular,Businessman,30056,5,50-59,Low
719986758,65,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,30145,5,60-69,Low
719987733,33,F,3,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,16957,4,30-39,Low
719989008,60,F,0,Doctorate,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550,3,60-69,Low
719990358,51,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,71350,4,50-59,High
719991783,44,F,1,Uneducated,Single,IL,91750,yes,yes,yes,cellular,Blue-collar,39739,5,40-49,Mid
719995008,57,M,1,High School,Married,NJ,91750,no,no,no,cellular,Businessman,90275,4,50-59,High
719996958,46,F,2,Graduate,Single,TX,91750,yes,no,yes,cellular,Blue-collar,23536,5,40-49,Low
719998233,52,F,3,Uneducated,Married,CA,91750,no,no,yes,cellular,Selfemployeed,33596,4,50-59,Low
719999508,50,F,3,High School,Single,NY,91750,no,no,no,cellular,Blue-collar,27482,3,50-59,Low
720000708,39,F,2,Unknown,Married,CA,91750,no,yes,yes,telephone,Blue-collar,33705,4,30-39,Low
720001758,51,M,4,Uneducated,Single,CA,90250,yes,yes,no,cellular,White-collar,133239,3,50-59,High
720003558,54,M,3,Graduate,Single,HI,91750,no,no,no,telephone,Blue-collar,100396,4,50-59,High
720006333,49,M,1,Graduate,Married,AK,99504,yes,no,no,cellular,Selfemployeed,66676,4,40-49,Mid
720007383,44,F,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,5,40-49,Low
720008133,58,F,2,High School,Married,NY,91750,no,yes,no,cellular,Govt,50897,3,50-59,Mid
720009558,65,M,1,Graduate,Married,FL,91750,yes,no,no,cellular,Retirees,30092,3,60-69,Low
720010608,48,F,3,Doctorate,Single,NY,91750,no,no,no,unknown,Selfemployeed,24097,5,40-49,Low
720011958,53,F,5,Graduate,Single,TX,91750,no,no,no,telephone,Businessman,223058,5,50-59,High
720013083,45,F,4,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,35804,5,40-49,Mid
720014358,33,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,47759,5,30-39,Mid
720015183,36,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,70487,5,30-39,High
720016308,40,F,4,High School,Married,NY,91750,yes,no,no,cellular,White-collar,53422,3,40-49,Mid
720017958,35,F,0,Unknown,Married,CA,90250,no,no,no,cellular,Businessman,156790,5,30-39,High
720026058,36,F,2,Uneducated,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,38315,5,30-39,Mid
720027258,51,M,2,Unknown,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,88419,4,50-59,High
720028683,46,F,4,Graduate,Single,TX,91750,no,yes,no,telephone,Blue-collar,42427,3,40-49,Mid
720029508,53,F,2,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,50270,5,50-59,Mid
720031908,49,F,4,Doctorate,Single,CA,91730,yes,yes,no,cellular,Selfemployeed,57829,4,40-49,Mid
720033033,46,M,1,Unknown,Single,NJ,91750,no,no,no,unknown,White-collar,132716,3,40-49,High
720034983,49,F,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Selfemployeed,55575,4,40-49,Mid
720040158,51,M,2,High School,Single,NY,91750,yes,no,no,cellular,Retirees,71873,5,50-59,High
720043533,32,M,1,Unknown,Single,TX,91750,no,no,yes,cellular,White-collar,53813,4,30-39,Mid
720044658,47,F,4,Uneducated,Single,FL,91750,yes,no,no,cellular,Govt,31803,5,40-49,Low
720046458,45,M,4,Graduate,Single,NV,91750,yes,yes,no,cellular,White-collar,65071,5,40-49,Mid
720049083,54,F,2,Unknown,Single,CA,91750,no,no,no,unknown,Businessman,26159,5,50-59,Low
720050208,53,F,1,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,23948,4,50-59,Low
720054183,46,M,5,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,93802,4,40-49,High
720057183,50,F,2,Unknown,Single,CA,91750,yes,no,no,cellular,Govt,37118,3,50-59,Mid
720062508,43,F,3,Unknown,Unknown,NY,91750,no,yes,no,unknown,Selfemployeed,29182,5,40-49,Low
720064158,47,F,1,High School,Unknown,NJ,91750,no,no,no,cellular,Blue-collar,57781,3,40-49,Mid
720067083,39,F,1,Unknown,Single,FL,91750,yes,yes,no,cellular,Blue-collar,44821,4,30-39,Mid
720068808,32,M,3,Graduate,Married,FL,91750,no,yes,no,unknown,White-collar,44739,5,30-39,Mid
720070383,54,M,2,Uneducated,Married,NY,91750,no,yes,no,cellular,Govt,77776,3,50-59,High
720071583,36,F,1,High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,2565,5,30-39,Low
720072933,52,M,2,Graduate,Married,NV,91750,no,no,no,cellular,Businessman,77166,3,50-59,High
720074583,50,M,1,Graduate,Single,TX,91750,no,yes,no,cellular,White-collar,103246,3,50-59,High
720075558,39,F,1,Uneducated,Single,NY,91750,yes,no,no,cellular,White-collar,43422,5,30-39,Mid
720076458,55,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,11971,3,50-59,Low
720079758,51,M,1,High School,Single,NJ,91750,no,no,yes,cellular,Govt,96998,4,50-59,High
720084183,44,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Govt,34259,3,40-49,Low
720085233,40,F,2,Graduate,Single,NJ,91750,yes,no,no,unknown,Selfemployeed,22789,4,40-49,Low
720086358,36,M,3,High School,Single,IL,91750,no,no,no,cellular,Businessman,169695,4,30-39,High
720087708,40,M,2,Graduate,Single,NY,91750,yes,yes,no,cellular,White-collar,96900,4,40-49,High
720091083,40,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Govt,50184,4,40-49,Mid
720092283,52,F,1,Post-Graduate,Single,IA,91750,yes,yes,no,unknown,Businessman,59653,3,50-59,Mid
720093333,49,M,2,Graduate,Unknown,NY,91750,no,yes,no,cellular,Govt,81559,4,40-49,High
720096558,50,F,2,Uneducated,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,14975,4,50-59,Low
720099708,37,M,4,High School,Married,UT,91750,no,no,no,cellular,Govt,75217,4,30-39,High
720101658,32,M,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,70993,3,30-39,High
720105933,43,M,2,High School,Married,CA,90025,yes,yes,no,cellular,Businessman,207950,4,40-49,High
720108783,46,F,3,Uneducated,Married,CA,91750,yes,no,yes,cellular,Retirees,57953,4,40-49,Mid
720113433,50,F,3,Graduate,Single,NV,91750,no,yes,no,unknown,Retirees,21122,4,50-59,Low
720114633,36,M,3,High School,Single,NY,91750,no,no,no,cellular,Businessman,91718,3,30-39,High
720115683,46,F,4,High School,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,15551,4,40-49,Low
720118908,51,F,2,High School,Married,CA,91750,no,no,yes,cellular,Govt,37792,4,50-59,Mid
720119808,54,F,1,Graduate,Single,CA,91750,no,no,no,unknown,White-collar,36506,4,50-59,Mid
720122808,62,F,0,High School,Single,CA,91750,no,no,no,telephone,Selfemployeed,2565,4,60-69,Low
720124758,46,F,1,High School,Married,CA,91750,no,yes,no,unknown,Selfemployeed,24033,4,40-49,Low
720126033,56,M,3,High School,Married,NY,91750,yes,no,yes,cellular,Blue-collar,74014,4,50-59,High
720128658,53,M,3,Graduate,Single,TX,91750,no,yes,no,unknown,Govt,117476,4,50-59,High
720130233,57,F,2,High School,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,29407,4,50-59,Low
720132258,59,F,0,Graduate,Married,FL,91750,no,no,no,unknown,Retirees,37209,3,50-59,Mid
720133908,38,M,2,High School,Married,FL,91750,no,yes,yes,telephone,Retirees,53606,4,30-39,Mid
720135333,45,F,1,Graduate,Married,TX,91750,yes,no,no,unknown,Govt,15035,4,40-49,Low
720136458,33,M,2,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,152151,4,30-39,High
720141408,26,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,4,20-29,Low
720142308,41,F,1,Graduate,Single,NY,91750,no,no,no,cellular,Govt,26166,4,40-49,Low
720145683,26,F,2,High School,Single,NY,91750,no,no,no,unknown,Selfemployeed,14975,4,20-29,Low
720146733,59,F,0,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,50643,4,50-59,Mid
720147633,47,F,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Blue-collar,19140,4,40-49,Low
720148983,31,F,1,Unknown,Single,NV,91750,no,no,no,cellular,Selfemployeed,14975,3,30-39,Low
720150858,48,F,5,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,33627,4,40-49,Low
720152058,36,M,2,High School,Married,FL,91750,no,no,no,cellular,White-collar,87943,4,30-39,High
720153258,53,F,1,Graduate,Married,TX,91750,no,yes,no,unknown,Govt,34719,3,50-59,Low
720154533,42,M,4,High School,Unknown,FL,91750,no,no,no,cellular,Blue-collar,91838,3,40-49,High
720155583,46,M,4,Uneducated,Single,NJ,91750,yes,no,no,cellular,White-collar,95220,4,40-49,High
720158208,48,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,20865,4,40-49,Low
720163458,39,F,2,High School,Single,CA,91615,no,yes,no,unknown,Businessman,172440,4,30-39,High
720164358,47,M,5,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,76701,5,40-49,High
720165258,47,M,4,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,98451,3,40-49,High
720167508,54,M,3,High School,Single,FL,91750,no,yes,no,unknown,Businessman,105974,3,50-59,High
720168558,46,M,2,Graduate,Married,NJ,91750,no,yes,no,cellular,White-collar,82743,4,40-49,High
720169383,41,F,1,Uneducated,Married,CA,91750,yes,no,no,cellular,Businessman,40801,5,40-49,Mid
720171033,41,F,2,Graduate,Unknown,FL,91750,no,no,no,cellular,Retirees,47641,3,40-49,Mid
720174033,40,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,120806,4,40-49,High
720175008,34,M,0,High School,Married,NJ,91750,yes,no,no,cellular,Businessman,48885,3,30-39,Mid
720178158,49,M,3,Uneducated,Married,NV,91750,no,no,no,cellular,White-collar,100042,5,40-49,High
720179883,30,F,1,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,8250,5,30-39,Low
720180633,40,F,4,Unknown,Married,TX,91750,yes,no,no,cellular,Businessman,51104,3,40-49,Mid
720181758,44,F,5,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565,5,40-49,Low
720182658,56,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Retirees,64277,5,50-59,Mid
720185058,57,F,2,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,3,50-59,Low
720186258,59,M,1,Graduate,Married,CA,91750,no,no,yes,cellular,Govt,51407,5,50-59,Mid
720188508,43,M,5,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,49479,5,40-49,Mid
720190083,38,F,0,High School,Single,NY,91750,yes,no,no,cellular,Govt,28745,5,30-39,Low
720190908,49,M,2,Uneducated,Married,NY,91750,no,yes,no,cellular,White-collar,74653,5,40-49,High
720191883,60,F,2,High School,Married,NJ,91750,yes,no,no,unknown,Blue-collar,10524,4,60-69,Low
720193533,46,F,4,Post-Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,36662,4,40-49,Mid
720196158,40,F,2,Graduate,Unknown,NY,91750,yes,yes,no,unknown,Govt,36592,3,40-49,Mid
720197058,40,F,2,High School,Single,CA,91750,no,no,no,unknown,Govt,28672,5,40-49,Low
720198183,37,M,3,Uneducated,Unknown,TX,91750,yes,no,no,cellular,Govt,110128,3,30-39,High
720201033,34,F,1,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,1250,4,30-39,Low
720202008,52,F,1,High School,Married,TX,91750,no,yes,yes,cellular,Govt,59555,4,50-59,Mid
720204558,48,M,3,Post-Graduate,Married,NV,91750,no,yes,no,cellular,Businessman,70158,4,40-49,High
720205608,52,M,2,High School,Single,IA,91750,yes,no,no,cellular,Retirees,64902,4,50-59,Mid
720206658,35,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,16293,4,30-39,Low
720210483,44,M,2,Uneducated,Married,CA,91750,no,yes,no,cellular,Govt,91441,5,40-49,High
720211533,30,M,0,Unknown,Single,NY,91750,yes,yes,yes,unknown,White-collar,75048,5,30-39,High
720212508,55,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,36382,5,50-59,Mid
720214833,36,F,1,High School,Single,NJ,91750,no,no,no,cellular,Blue-collar,10475,5,30-39,Low
720216108,53,F,1,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,30575,3,50-59,Low
720218658,38,M,3,Post-Graduate,Married,CA,91750,yes,yes,no,telephone,Blue-collar,65595,5,30-39,Mid
720219633,50,F,0,Uneducated,Single,TX,91750,yes,yes,no,cellular,White-collar,50493,4,50-59,Mid
720228708,45,F,3,Unknown,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,11508,4,40-49,Low
720231108,44,F,2,Graduate,Unknown,NV,91750,no,yes,no,cellular,Govt,34325,4,40-49,Low
720234708,42,F,4,High School,Single,FL,91750,yes,yes,no,cellular,Businessman,27340,4,40-49,Low
720235608,38,M,1,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,64120,5,30-39,Mid
720236433,38,M,1,Unknown,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,59642,4,30-39,Mid
